id,name,category,theme,address,address_detail,lat,lng,tags,description,main_menu,sub_menus,opening_hours,closed,phone
KCLANPO23N000017134,절물자연휴양림녹차밭,관광지,휴양림/수목원,제주특별자치도 제주시 봉개동 nan 산78-1,명림로 584,33.43932722,126.6245324,"['휴양림', '제주', '수목원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000017737,관음사지구탐방지원센터,관광지,관광안내소/매표소,제주특별자치도 제주시 오등동 nan 산180-3,산록북로 588,33.42162738,126.5499469,"['매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000017911,에코피아테마파크,관광지,테마공원/대형놀이공원,제주특별자치도 제주시 애월읍 소길리 155-101,평화로 2157,33.4124581,126.3920847,"['대형놀이공원', '제주', '서부지역', '테마공원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018001,제주도세계지질공원,관광지,테마공원/대형놀이공원,제주특별자치도 제주시 조천읍 선흘리 478,선교로 569-36,33.45701104,126.7148456,"['대형놀이공원', '제주', '테마공원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018081,과물노천탕,관광지,온천지역,제주특별자치도 제주시 애월읍 곽지리 1565,곽지1길 31,33.4499104,126.30365,"['온천지역', '제주', '서부지역']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018379,카멜리아힐매표소,관광지,관광안내소/매표소,제주특별자치도 서귀포시 안덕면 상창리 271,병악로 166,33.2900432,126.3683451,"['매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018504,제주올레걷기축제,관광지,지역축제,제주특별자치도 제주시 구좌읍 김녕리 nan,nan nan,33.55827209,126.7605179,"['동부지역', '제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018611,수월봉앤차귀해안,관광지,일반관광지,제주특별자치도 제주시 한경면 고산리 nan,nan nan,33.29578533,126.16304,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018633,제주도관광특구,관광지,일반관광지,제주특별자치도 제주시 오라이동 nan 산107-20,nan nan,33.38993359,126.5364265,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018705,신산환해장성,관광지,유명사적/유적지,제주특별자치도 서귀포시 성산읍 신산리 nan,nan nan,33.38818052,126.8932318,"['유명사적', '제주', '동부지역', '유적지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018706,성산환해장성,관광지,유명사적/유적지,제주특별자치도 서귀포시 성산읍 신산리 nan,nan nan,33.38875108,126.8946309,"['유명사적', '제주', '동부지역', '유적지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018707,한라산국립공원성판악탐방로,관광지,일반관광지,제주특별자치도 제주시 조천읍 교래리 산137-24,516로 1865,33.38481237,126.6191127,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018708,한라산국립공원어리목탐방안내소,관광지,관광안내소/매표소,제주특별자치도 제주시 해안동 nan 산220-13,1100로 2070-61,33.39282715,126.4952246,"['매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000018725,차귀도유람선,관광지,일반관광지,제주특별자치도 제주시 한경면 고산리 627002,노을해안로 1161,33.30932188,126.1651698,"['일반관광지', '제주', '바다 전망']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019117,폴리파크,관광지,일반관광지,제주특별자치도 제주시 애월읍 어음리 3912,산록서로 18,33.38599208,126.3754179,"['일반관광지', '제주', '서부지역']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019372,새연교안내소,관광지,관광안내소/매표소,제주특별자치도 서귀포시 서홍동 nan 707-5,남성중로 40,33.2390478,126.5585274,"['매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019576,서귀포겨울바다펭귄수영대회,관광지,지역축제,제주특별자치도 서귀포시 색달동 nan nan,nan nan,33.24522818,126.4101101,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019601,한림공원수선화축제,관광지,지역축제,제주특별자치도 제주시 한림읍 협재리 259324,nan nan,33.3894312,126.2405305,"['제주', '서부지역', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019607,제주뮤직아일페스티벌,관광지,지역축제,제주특별자치도 서귀포시 색달동 nan 416072,중문관광로72번길 75,33.24739928,126.4078844,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019623,휴애리매화축제,관광지,지역축제,제주특별자치도 서귀포시 남원읍 신례리 42186,nan nan,33.30882287,126.634475,"['남부지역', '제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019626,제주노리매매화축제,관광지,지역축제,제주특별자치도 서귀포시 대정읍 구억리 654-1,중산간서로 2260-15,33.28285333,126.2871669,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019663,한림공원매화축제,관광지,지역축제,제주특별자치도 제주시 한림읍 협재리 259324,nan nan,33.38943299,126.2406003,"['제주', '서부지역', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019675,제주목관아설맞이민속놀이마당,관광지,지역축제,제주특별자치도 제주시 삼도이동 nan 15766,nan nan,33.51425774,126.5219631,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019695,한림공원튤립축제,관광지,지역축제,제주특별자치도 제주시 한림읍 협재리 259324,nan nan,33.3894511,126.240563,"['제주', '서부지역', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019712,국제전기자동차엑스포,관광지,지역축제,제주특별자치도 서귀포시 중문동 nan 2700,중문관광로 224,33.24128243,126.4246523,"['남부지역', '제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019869,제주방선문축제,관광지,지역축제,제주특별자치도 제주시 오라이동 nan 701206,nan nan,33.45298143,126.5178018,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019913,한림공원야생화축제,관광지,지역축제,제주특별자치도 제주시 한림읍 협재리 259324,nan nan,33.38939664,126.2404571,"['제주', '서부지역', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019968,제주사려니숲에코힐링,관광지,지역축제,제주특별자치도 제주시 봉개동 nan 산78-1,명림로 584,33.42295293,126.6259976,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019977,용연선상음악회,관광지,지역축제,제주특별자치도 제주시 용담일동 nan 248823,nan nan,33.51460313,126.5147528,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000019981,한림공원수국축제,관광지,지역축제,제주특별자치도 제주시 한림읍 협재리 259324,nan nan,33.38943743,126.240478,"['제주', '서부지역', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020055,표선해비치해변하얀모래축제,관광지,지역축제,제주특별자치도 서귀포시 표선면 표선리 nan,nan nan,33.32761842,126.8377219,"['남부지역', '제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020058,제주이호테우축제,관광지,지역축제,제주특별자치도 제주시 이호일동 nan nan,nan nan,33.49806788,126.4532114,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020069,한림공원연꽃축제,관광지,지역축제,제주특별자치도 제주시 한림읍 협재리 259324,nan nan,33.38943729,126.2404727,"['제주', '서부지역', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020073,거문오름국제트레킹대회,관광지,지역축제,제주특별자치도 제주시 조천읍 선흘리 478,선교로 569-36,33.45680758,126.7145076,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020075,삼양검은모래해변축제,관광지,지역축제,제주특별자치도 제주시 삼양이동 nan 22037,nan nan,33.5256951,126.5859039,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020246,로하스박람회제주,관광지,지역축제,제주특별자치도 서귀포시 중문동 nan 2700,중문관광로 224,33.24129586,126.4246414,"['남부지역', '제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020365,제주파파월드,관광지,일반관광지,제주특별자치도 제주시 애월읍 소길리 155-101,평화로 2157,33.41228274,126.3929099,"['일반관광지', '제주', '서부지역']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020477,캠핑홀리데이,관광지,캠핑홀리데이(캠핑),제주특별자치도 서귀포시 상효동 nan 1562,nan nan,33.30521876,126.582543,"['캠핑홀리데이(캠핑)', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020479,상효원수목원,관광지,휴양림/수목원,제주특별자치도 서귀포시 상효동 nan 산25,산록남로 2847-37,33.30596906,126.584629,"['휴양림', '제주', '수목원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020643,포레스트판타지아,관광지,일반관광지,제주특별자치도 서귀포시 안덕면 덕수리 산27,일주서로 1836,33.25175334,126.3229775,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020649,제주신화월드신화테마파크,관광지,테마공원/대형놀이공원,제주특별자치도 서귀포시 안덕면 서광리 산35-16,신화역사로304번길 98,33.30503158,126.315021,"['대형놀이공원', '제주', '테마공원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020651,제주신화월드,관광지,유명관광지,제주특별자치도 서귀포시 안덕면 서광리 산24,신화역사로304번길 38,33.30425179,126.3176726,"['제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020652,수목원LED공원,관광지,일반관광지,제주특별자치도 제주시 연동 nan 1326,은수길 65,33.47110487,126.4876845,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020724,도깨비공원매표소,관광지,관광안내소/매표소,제주특별자치도 제주시 조천읍 선흘리 799519,번영로 1488,33.46203386,126.6922753,"['매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020732,오라메밀꽃밭,관광지,일반관광지,제주특별자치도 제주시 오라이동 nan 산76,nan nan,33.42715043,126.5057508,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000020734,YG리퍼블릭,관광지,유명관광지,제주특별자치도 서귀포시 안덕면 서광리 산35-16,신화역사로304번길 98,33.30454508,126.3163823,"['제주', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000021393,성산포유람선,관광지,일반관광지,제주특별자치도 서귀포시 성산읍 성산리 347-9,성산등용로 130-21,33.47290463,126.9345115,"['동부지역', '일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000021394,서귀포제트보트,관광지,일반관광지,제주특별자치도 서귀포시 서홍동 nan 707-5,남성중로 40,33.23933122,126.558638,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000021402,돈내코계곡,관광지,폭포/계곡,제주특별자치도 서귀포시 상효동 nan 산156,nan nan,33.30011001,126.5811109,"['폭포', '계곡', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000021697,제주헬스케어타운,관광지,일반관광지,제주특별자치도 서귀포시 동홍동 nan nan,nan nan,33.28488974,126.56083,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000022098,남원큰엉해변,관광지,해수욕장,제주특별자치도 서귀포시 남원읍 남원리 175012,태위로 522-17,33.27296019,126.7033674,"['남부지역', '해수욕장', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000022102,엉알해안,관광지,해수욕장,제주특별자치도 제주시 한경면 고산리 nan,nan nan,33.29957904,126.1674029,"['해수욕장', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000022683,서귀포자연휴양림편백숲야영장,관광지,캠핑장,제주특별자치도 서귀포시 하원동 nan 산1-1,영실로 226,33.31745233,126.4659225,"['제주', '캠핑장']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000022688,신라호텔제주글램핑빌리지,관광지,캠핑장,제주특별자치도 서귀포시 색달동 nan 416072,중문관광로72번길 75,33.24690923,126.4079541,"['제주', '캠핑장']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000022727,곽지해수욕장야영장,관광지,캠핑장,제주특별자치도 제주시 애월읍 곽지리 1565,곽지5길 28,33.45053507,126.304896,"['제주', '서부지역', '캠핑장']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000022757,신양섭지해수욕장야영장,관광지,캠핑장,제주특별자치도 서귀포시 성산읍 고성리 186-2,섭지코지로 88,33.43544659,126.9229677,"['동부지역', '제주', '캠핑장']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000023109,동광농촌체험마을캠핑장,관광지,캠핑장,제주특별자치도 서귀포시 안덕면 동광리 976,동광로 107,33.30650153,126.3370715,"['제주', '캠핑장']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000023647,자연치유정원,관광지,휴양림/수목원,제주특별자치도 서귀포시 대포동 nan 1161,이어도로 293-28,33.24684066,126.448569,"['휴양림', '제주', '수목원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000024400,플레이박스VR,관광지,일반관광지,제주특별자치도 제주시 연동 nan 1320,은수길 69,33.4707016,126.488388,"['일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000024456,한라산철쭉제,관광지,N,제주특별자치도 제주시 해안동 nan 산220-13,1100로 2070-61,33.39210936,126.4951085,"['N', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000024576,한라생태체험학교,관광지,N,제주특별자치도 제주시 애월읍 유수암리 1178-1,녹고메길 165,33.40592183,126.4079095,"['N', '제주', '서부지역']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000024677,나비공원,관광지,N,제주특별자치도 제주시 애월읍 소길리 155-101,평화로 2157,33.41185063,126.3931114,"['N', '제주', '서부지역']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000024714,가시리농어촌체험휴양마을협의회,관광지,팜스테이,제주특별자치도 서귀포시 표선면 가시리 3149-33,녹산로 381-15,33.38309644,126.7362856,"['남부지역', '팜스테이', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000024818,다정감귤체험농원,관광지,관광농원/허브마을,제주특별자치도 서귀포시 성산읍 수산리 278,서성일로 1063,33.44416224,126.8922783,"['허브마을', '제주', '동부지역', '관광농원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000025037,펀테마파크숲속바이크,관광지,N,제주특별자치도 제주시 조천읍 선흘리 43586,선교로 266-4,33.47872336,126.7012688,"['N', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000027651,마노르블랑동백꽃축제,관광지,지역축제,제주특별자치도 서귀포시 안덕면 덕수리 2953,nan nan,33.25482741,126.294894,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000027652,휴애리동백축제,관광지,지역축제,제주특별자치도 서귀포시 남원읍 신례리 42186,nan nan,33.30882072,126.6345545,"['남부지역', '제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000028268,붉은오름숲속야영장,관광지,야영장,제주특별자치도 서귀포시 표선면 가시리 산158,남조로 1487-73,33.40143947,126.6756649,"['남부지역', '제주', '야영장']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000028678,제주카페스타,관광지,지역축제,제주특별자치도 서귀포시 중문동 nan 2700,중문관광로 224,33.24126807,126.4245559,"['남부지역', '제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000029572,제주유채꽃축제,관광지,지역축제,제주특별자치도 서귀포시 표선면 가시리 3149-33,녹산로 381-15,33.38312943,126.7363689,"['남부지역', '제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000030258,휴애리유럽수국축제,관광지,지역축제,제주특별자치도 서귀포시 남원읍 신례리 42186,nan nan,33.30882163,126.634517,"['남부지역', '제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000030344,다이노대발이파크,관광지,테마공원/대형놀이공원,제주특별자치도 서귀포시 남원읍 남원리 2380,태위로 536,33.27441231,126.7052642,"['남부지역', '대형놀이공원', '제주', '테마공원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000030812,서귀포유채꽃국제걷기대회,관광지,지역축제,제주특별자치도 서귀포시 법환동 nan 914,월드컵로 31,33.24624154,126.509244,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000031288,관광약자접근성안내센터,관광지,N,제주특별자치도 제주시 연동 nan 313-105,선덕로 23,33.48631424,126.4993729,"['N', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000031817,상효수목원캠핑장,관광지,캠핑장,제주특별자치도 서귀포시 상효동 nan 1562,nan nan,33.30511469,126.5818606,"['제주', '캠핑장']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000032306,인트로제주1,관광지,N,제주특별자치도 제주시 연동 nan 1320,은수길 69,33.47069717,126.4881552,"['N', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000032307,인트로제주2,관광지,N,제주특별자치도 제주시 연동 nan 1320,은수길 69,33.4707289,126.488175,"['N', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000032308,인트로제주3,관광지,N,제주특별자치도 제주시 연동 nan 1320,은수길 69,33.47077548,126.4882242,"['N', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000032309,인트로제주4,관광지,N,제주특별자치도 제주시 연동 nan 1320,은수길 69,33.47073344,126.4882442,"['N', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000033048,제주사관광안내센터,관광지,관광안내소/매표소,제주특별자치도 제주시 용담이동 nan 483,용두암길 15,33.51515083,126.5121004,"['매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000033867,동광리농촌체험마을,관광지,팜스테이,제주특별자치도 서귀포시 안덕면 동광리 976,동광로 107,33.30667486,126.33705,"['팜스테이', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000034017,휴애리핑크뮬리축제,관광지,지역축제,제주특별자치도 서귀포시 남원읍 신례리 42186,nan nan,33.308831,126.6345278,"['남부지역', '제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000034598,월정리카페거리,관광지,먹거리/패션거리,제주특별자치도 제주시 구좌읍 월정리 652-4,nan nan,33.5552795,126.7971365,"['패션거리', '먹거리', '제주', '동부지역']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000034718,탐라문화제,관광지,지역축제,제주특별자치도 제주시 일도일동 nan 1498,nan nan,33.51325388,126.5272273,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000034720,제주올레걷기축제,관광지,지역축제,제주특별자치도 서귀포시 대포동 nan 1161,이어도로 293-28,33.24608557,126.4494884,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000035308,마노르블랑핑크뮬리축제,관광지,지역축제,제주특별자치도 서귀포시 안덕면 덕수리 2953,nan nan,33.25464558,126.2953225,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000036123,푸드에비뉴,관광지,먹거리/패션거리,제주특별자치도 서귀포시 안덕면 서광리 산24,신화역사로304번길 38,33.30612851,126.3168685,"['패션거리', '먹거리', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000036443,제주오라메밀꽃축제,관광지,지역축제,제주특별자치도 제주시 오라이동 nan 산76,nan nan,33.42707866,126.5057643,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000036461,곶자왈반딧불이축제,관광지,지역축제,제주특별자치도 제주시 한경면 청수리 113-3,연명로 348,33.30229202,126.2590888,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000036466,보롬왓메밀축제,관광지,지역축제,제주특별자치도 서귀포시 표선면 성읍리 485500,번영로 2350-104,33.41348448,126.7525083,"['남부지역', '제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000036482,제주오라청보리축제,관광지,지역축제,제주특별자치도 제주시 오라이동 nan 산76,nan nan,33.4270708,126.505763,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000036915,제주윈터페스티벌,관광지,지역축제,제주특별자치도 제주시 해안동 nan 산220-13,1100로 2070-61,33.39212171,126.494506,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000037622,제주신화월드신화쇼핑스트리트,관광지,먹거리/패션거리,제주특별자치도 서귀포시 안덕면 서광리 산24,신화역사로304번길 38,33.30688667,126.3173526,"['패션거리', '먹거리', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000037855,해병대길,관광지,먹거리/패션거리,제주특별자치도 서귀포시 색달동 nan nan,nan nan,33.24193174,126.4012794,"['패션거리', '먹거리', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000039567,제주식품대전,관광지,지역축제,제주특별자치도 서귀포시 중문동 nan 2700,중문관광로 224,33.24121551,126.4243712,"['남부지역', '제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000039573,마노르블랑유럽수국축제,관광지,지역축제,제주특별자치도 서귀포시 안덕면 덕수리 2953,nan nan,33.25481696,126.2949881,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000042172,마노르블랑동백스케치동백꽃축제,관광지,지역축제,제주특별자치도 서귀포시 안덕면 덕수리 2953,nan nan,33.2548058,126.2949909,"['제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000042385,토종흑염소목장,관광지,일반관광지,제주특별자치도 서귀포시 남원읍 한남리 산14,nan nan,33.31983594,126.6584685,"['남부지역', '일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000042694,우도봉수대,관광지,유명관광지,제주특별자치도 제주시 우도면 연평리 797,우도해안길 602,33.52462742,126.9522828,"['제주', '바다 전망', '유명관광지']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000043431,월정리해안도로,관광지,먹거리/패션거리,제주특별자치도 제주시 구좌읍 월정리 652-4,nan nan,33.55601738,126.795614,"['패션거리', '먹거리', '제주', '동부지역']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000044224,토종흑염소목장2,관광지,N,제주특별자치도 서귀포시 남원읍 한남리 산14,nan nan,33.31983594,126.6584685,"['남부지역', 'N', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000046481,새별프렌즈,관광지,동물원,제주특별자치도 제주시 애월읍 봉성리 4554,평화로 1529,33.36156372,126.3636696,"['제주', '서부지역', '동물원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000046523,안덕계곡상록수림,관광지,폭포/계곡,제주특별자치도 서귀포시 안덕면 감산리 411,nan nan,33.25607464,126.3532069,"['폭포', '계곡', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000047178,제주청수리마을,관광지,팜스테이,제주특별자치도 제주시 한경면 청수리 113-3,연명로 348,33.30227093,126.2590267,"['팜스테이', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000047777,종달야영장,관광지,야영장,제주특별자치도 제주시 구좌읍 종달리 2764-17,세종로 353,33.49877966,126.8906922,"['동부지역', '제주', '야영장']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000047975,종달바베큐캠핑,관광지,캠핑장,제주특별자치도 제주시 구좌읍 종달리 2764-17,세종로 353,33.49877966,126.8906922,"['동부지역', '제주', '캠핑장']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000048574,세기알해변,관광지,해수욕장,제주특별자치도 제주시 구좌읍 김녕리 nan,nan nan,33.55812894,126.7554437,"['동부지역', '해수욕장', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000048693,돈키쥬쥬,관광지,동물원,제주특별자치도 제주시 연동 nan 1326,은수길 65,33.4715783,126.4877521,"['제주', '동물원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000048791,동광녹색체험휴양마을,관광지,캠핑장,제주특별자치도 서귀포시 안덕면 동광리 976,동광로 107,33.30670001,126.3369908,"['제주', '캠핑장']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000048971,루나폴,관광지,테마공원/대형놀이공원,제주특별자치도 서귀포시 안덕면 덕수리 산27,일주서로 1836,33.25438189,126.3228705,"['대형놀이공원', '제주', '테마공원']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000049302,봉이나라글램핑장,관광지,캠핑장,제주특별자치도 제주시 조천읍 선흘리 3075,중산간동로 1063-24,33.49748409,126.6897235,"['제주', '캠핑장']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000049376,한라산둘레길숲길센터,관광지,관광안내소/매표소,제주특별자치도 서귀포시 표선면 가시리 산158,남조로 1487-73,33.39500282,126.6847136,"['남부지역', '매표소', '제주', '관광안내소']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000049595,휴애리유채꽃축제,관광지,지역축제,제주특별자치도 서귀포시 남원읍 신례리 2081,신례동로 256,33.30884917,126.6337835,"['남부지역', '제주', '지역축제']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000050046,팜스테이,관광지,팜스테이,제주특별자치도 서귀포시 호근동 nan 569-8,nan nan,33.25047779,126.5368185,"['팜스테이', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000050236,노을해안캠핑장,관광지,캠핑장,제주특별자치도 서귀포시 대정읍 영락리 1580-2,노을해안로 232,33.24607491,126.2048895,"['바다 전망', '제주', '캠핑장']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000050284,제주보롬왓,관광지,일반관광지,제주특별자치도 서귀포시 표선면 성읍리 485500,번영로 2350-104,33.41355741,126.7524733,"['남부지역', '일반관광지', '제주']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000050397,선셋코스트,관광지,캠핑장,제주특별자치도 서귀포시 대정읍 영락리 1580-2,노을해안로 232,33.24607491,126.2048895,"['바다 전망', '제주', '캠핑장']",,없음,[],정보 없음,정보 없음,
KCLANPO23N000051322,봉이나라동화나라테마글램핑장,관광지,캠핑장,제주특별자치도 제주시 조천읍 선흘리 3075,중산간동로 1063-22,33.49787812,126.6894449,"['제주', '캠핑장']",,없음,[],정보 없음,정보 없음,
